T;P;V
0;1;0
0;3;0
0;6;0
0;11;0
0;14;0
0;23;0
0;29;0
0;34;0
0;36;0
0;38;0
0;40;0
0;41;0
0;42;0
0;44;0
0;46;0
0;49;0
0;53;0
0;54;0
0;56;0
0;57;0
0;59;0
0;60;0
0;61;0
0;65;0
0;68;0
0;69;0
0;72;0
0;73;0
0;74;0
0;84;0
0;86;0
0;89;0
0;92;0
0;94;0
0;95;0
0;97;0
0;101;0
0;112;0
0;113;0
0;117;0
0;120;0
0;121;0
0;126;0
0;127;0
0;128;0
0;131;0
0;134;0
0;145;0
0;151;0
0;158;0
0;160;0
0;163;0
0;168;0
0;170;0
0;171;0
0;172;0
0;175;0
0;176;0
0;183;0
0;184;0
0;185;0
0;188;0
0;190;0
0;193;0
0;194;0
0;203;0
0;206;0
0;209;0
0;210;0
0;211;0
0;216;0
0;228;0
0;231;0
0;232;0
0;233;0
0;236;0
0;238;0
0;241;0
0;246;0
0;251;0
0;255;0
0;262;0
0;263;0
0;265;0
0;267;0
0;270;0
0;272;0
0;275;0
0;278;0
0;282;0
0;283;0
0;285;0
0;288;0
0;293;0
0;295;0
0;296;0
0;298;0
0;301;0
0;303;0
0;306;0
0;307;0
0;308;0
0;310;0
0;311;0
0;315;0
0;321;0
0;324;0
0;327;0
0;329;0
0;338;0
0;343;0
0;344;0
0;345;0
0;346;0
0;349;0
0;352;0
0;358;0
0;359;0
0;361;0
0;369;0
0;371;0
0;374;0
0;378;0
0;379;0
0;381;0
0;383;0
0;389;0
0;392;0
0;395;0
0;398;0
0;403;0
0;407;0
0;411;0
0;412;0
0;415;0
0;416;0
0;418;0
0;419;0
0;420;0
0;423;0
0;424;0
0;428;0
0;429;0
0;432;0
0;433;0
0;437;0
0;438;0
0;442;0
0;443;0
0;449;0
0;451;0
0;452;0
0;458;0
0;459;0
0;461;0
0;462;0
0;464;0
0;465;0
0;466;0
0;467;0
0;473;0
0;474;0
0;478;0
0;479;0
0;488;0
0;489;0
0;492;0
0;493;0
0;496;0
0;499;0
0;500;0
0;501;0
0;502;0
0;507;0
0;509;0
0;510;0
0;512;0
0;513;0
0;518;0
0;519;0
0;521;0
0;522;0
0;523;0
0;527;0
0;528;0
0;529;0
0;530;0
0;535;0
0;538;0
0;539;0
0;543;0
0;545;0
0;546;0
0;548;0
0;549;0
0;551;0
0;552;0
0;553;0
0;554;0
0;559;0
0;566;0
0;567;0
0;568;0
0;570;0
0;572;0
0;573;0
0;578;0
0;582;0
0;583;0
0;584;0
0;585;0
0;586;0
0;587;0
0;588;0
0;589;0
0;591;0
0;595;0
0;599;0
0;601;0
0;602;0
0;607;0
0;610;0
0;615;0
0;619;0
0;621;0
0;623;0
0;624;0
0;626;0
0;628;0
0;630;0
0;631;0
0;635;0
0;636;0
0;637;0
0;641;0
0;649;0
0;660;0
0;665;0
0;666;0
0;669;0
0;671;0
0;673;0
0;674;0
0;676;0
0;679;0
0;681;0
0;684;0
0;685;0
0;686;0
0;687;0
0;689;0
0;693;0
0;695;0
0;700;0
0;701;0
0;703;0
0;704;0
0;707;0
0;710;0
0;713;0
0;715;0
0;716;0
0;717;0
0;719;0
0;723;0
0;724;0
0;726;0
0;727;0
0;728;0
0;730;0
0;733;0
0;735;0
0;736;0
0;740;0
0;741;0
0;742;0
0;747;0
0;751;0
0;754;0
0;756;0
0;757;0
0;760;0
0;768;0
0;771;0
0;773;0
0;774;0
0;776;0
0;778;0
0;780;0
0;782;0
0;783;0
0;784;0
0;785;0
0;787;0
0;795;0
0;796;0
0;798;0
0;799;0
0;800;0
0;802;0
0;810;0
0;812;0
0;814;0
0;818;0
0;819;0
0;821;0
0;823;0
0;834;0
0;835;0
0;836;0
0;837;0
0;838;0
0;839;0
0;840;0
0;843;0
0;844;0
0;846;0
0;848;0
0;851;0
0;852;0
0;853;0
0;854;0
0;855;0
0;856;0
0;858;0
0;862;0
0;866;0
0;870;0
0;872;0
0;873;0
0;876;0
0;877;0
0;878;0
0;879;0
0;882;0
0;889;0
0;892;0
0;898;0
0;900;0
0;901;0
0;903;0
0;904;0
0;905;0
0;909;0
0;910;0
0;913;0
0;914;0
0;917;0
0;920;0
0;922;0
0;923;0
0;924;0
0;926;0
0;928;0
0;931;0
0;935;0
0;942;0
0;943;0
0;946;0
0;947;0
0;951;0
0;952;0
0;954;0
0;956;0
0;958;0
0;959;0
0;963;0
0;964;0
0;967;0
0;968;0
0;971;0
0;972;0
0;973;0
0;974;0
0;979;0
0;983;0
0;984;0
0;986;0
0;988;0
0;994;0
0;998;0
1;2;1
1;3;0
1;6;0
1;11;0
1;14;0
1;24;1
1;30;1
1;35;1
1;37;1
1;38;0
1;40;0
1;41;0
1;43;1
1;45;1
1;47;1
1;50;1
1;53;0
1;54;0
1;56;0
1;58;1
1;59;0
1;60;0
1;61;0
1;66;1
1;68;0
1;70;1
1;72;0
1;73;0
1;74;0
1;84;0
1;87;1
1;89;0
1;93;1
1;94;0
1;96;1
1;98;1
1;102;1
1;112;0
1;114;1
1;117;0
1;120;0
1;121;0
1;126;0
1;127;0
1;129;1
1;132;1
1;134;0
1;146;1
1;151;0
1;159;1
1;160;0
1;164;1
1;168;0
1;170;0
1;171;0
1;173;1
1;175;0
1;177;1
1;183;0
1;184;0
1;185;0
1;188;0
1;191;1
1;193;0
1;195;1
1;204;1
1;207;1
1;209;0
1;210;0
1;212;1
1;217;1
1;229;1
1;231;0
1;232;0
1;234;1
1;237;1
1;239;1
1;242;1
1;246;0
1;251;0
1;255;0
1;262;0
1;264;1
1;266;1
1;268;1
1;271;1
1;273;1
1;276;1
1;278;0
1;282;0
1;283;0
1;286;1
1;288;0
1;293;0
1;295;0
1;296;0
1;299;1
1;302;1
1;304;1
1;306;0
1;307;0
1;309;1
1;310;0
1;311;0
1;316;1
1;322;1
1;325;1
1;328;1
1;329;0
1;338;0
1;343;0
1;344;0
1;345;0
1;347;1
1;350;1
1;353;1
1;358;0
1;360;1
1;362;1
1;369;0
1;371;0
1;375;1
1;378;0
1;380;1
1;382;1
1;384;1
1;389;0
1;393;1
1;396;1
1;399;1
1;404;1
1;407;0
1;411;0
1;413;1
1;415;0
1;417;1
1;418;0
1;419;0
1;421;1
1;423;0
1;425;1
1;428;0
1;430;1
1;432;0
1;433;0
1;437;0
1;439;1
1;442;0
1;443;0
1;449;0
1;451;0
1;453;1
1;458;0
1;460;1
1;461;0
1;462;0
1;464;0
1;465;0
1;466;0
1;468;1
1;473;0
1;475;1
1;478;0
1;479;0
1;488;0
1;489;0
1;492;0
1;493;0
1;497;1
1;499;0
1;500;0
1;501;0
1;503;1
1;507;0
1;509;0
1;511;1
1;512;0
1;513;0
1;518;0
1;520;1
1;521;0
1;522;0
1;524;1
1;527;0
1;528;0
1;529;0
1;530;0
1;535;0
1;538;0
1;540;1
1;543;0
1;545;0
1;547;1
1;548;0
1;550;1
1;551;0
1;552;0
1;553;0
1;555;1
1;560;1
1;566;0
1;567;0
1;569;1
1;571;1
1;572;0
1;574;1
1;578;0
1;582;0
1;583;0
1;584;0
1;585;0
1;586;0
1;587;0
1;588;0
1;590;1
1;592;1
1;596;1
1;600;1
1;601;0
1;602;0
1;608;1
1;611;1
1;615;0
1;619;0
1;622;1
1;623;0
1;625;1
1;627;1
1;629;1
1;630;0
1;632;1
1;635;0
1;636;0
1;638;1
1;642;1
1;650;1
1;661;1
1;665;0
1;667;1
1;670;1
1;671;0
1;673;0
1;675;1
1;677;1
1;680;1
1;682;1
1;684;0
1;685;0
1;686;0
1;688;1
1;690;1
1;693;0
1;695;0
1;700;0
1;702;1
1;703;0
1;705;1
1;708;1
1;711;1
1;713;0
1;715;0
1;716;0
1;718;1
1;720;1
1;723;0
1;724;0
1;726;0
1;727;0
1;728;0
1;730;0
1;733;0
1;735;0
1;736;0
1;740;0
1;741;0
1;743;1
1;748;1
1;751;0
1;755;1
1;756;0
1;758;1
1;760;0
1;769;1
1;771;0
1;773;0
1;775;1
1;777;1
