T;P;V
0;6;0
0;7;0
0;8;0
0;14;0
0;15;0
0;30;0
0;40;0
0;42;0
0;44;0
0;46;0
0;48;0
0;53;0
0;60;0
0;64;0
0;67;0
0;71;0
0;89;0
0;90;0
0;91;0
0;109;0
0;110;0
0;118;0
0;138;0
0;141;0
0;149;0
0;151;0
0;158;0
0;165;0
0;170;0
0;171;0
0;173;0
0;174;0
0;180;0
0;181;0
0;185;0
0;202;0
0;203;0
0;205;0
0;210;0
0;220;0
0;228;0
0;230;0
0;231;0
0;235;0
0;236;0
0;249;0
0;250;0
0;259;0
0;261;0
0;263;0
0;268;0
0;272;0
0;277;0
0;287;0
0;310;0
0;312;0
0;313;0
0;325;0
0;328;0
0;333;0
0;337;0
0;338;0
0;340;0
0;341;0
0;377;0
0;393;0
0;405;0
0;406;0
0;408;0
0;425;0
0;465;0
0;467;0
0;468;0
0;471;0
0;483;0
0;488;0
0;497;0
0;501;0
0;511;0
0;526;0
0;530;0
0;537;0
0;540;0
0;541;0
0;543;0
0;568;0
0;579;0
0;595;0
0;597;0
0;624;0
0;635;0
0;640;0
0;649;0
0;671;0
0;676;0
0;687;0
0;688;0
0;690;0
0;699;0
0;709;0
0;714;0
0;717;0
0;733;0
0;737;0
0;751;0
0;769;0
0;772;0
0;774;0
0;785;0
0;798;0
0;812;0
0;820;0
0;830;0
0;831;0
0;834;0
0;857;0
0;860;0
0;868;0
0;878;0
0;880;0
0;882;0
0;889;0
0;898;0
0;901;0
0;902;0
0;904;0
0;906;0
0;907;0
0;910;0
0;912;0
0;933;0
0;941;0
0;958;0
0;965;0
0;979;0
0;983;0
0;986;0
0;996;0
0;999;0
1;6;0
1;7;0
1;8;0
1;14;0
1;16;1
1;31;1
1;41;1
1;42;0
1;44;0
1;47;1
1;49;1
1;53;0
1;61;1
1;65;1
1;68;1
1;72;1
1;89;0
1;90;0
1;92;1
1;109;0
1;111;1
1;118;0
1;138;0
1;142;1
1;150;1
1;152;1
1;159;1
1;165;0
1;170;0
1;172;1
1;173;0
1;175;1
1;180;0
1;182;1
1;186;1
1;202;0
1;204;1
1;206;1
1;211;1
1;220;0
1;228;0
1;230;0
1;232;1
1;235;0
1;236;0
1;249;0
1;251;1
1;260;1
1;262;1
1;264;1
1;269;1
1;272;0
1;277;0
1;288;1
1;311;1
1;312;0
1;314;1
1;326;1
1;329;1
1;333;0
1;337;0
1;339;1
1;340;0
1;342;1
1;378;1
1;393;0
1;405;0
1;406;0
1;409;1
1;426;1
1;466;1
1;467;0
1;469;1
1;472;1
1;484;1
1;489;1
1;497;0
1;502;1
1;511;0
1;527;1
1;530;0
1;537;0
1;540;0
1;541;0
1;544;1
1;568;0
1;580;1
1;596;1
1;597;0
1;624;0
1;636;1
1;641;1
1;650;1
1;672;1
1;677;1
1;687;0
1;689;1
1;690;0
1;700;1
1;709;0
1;715;1
1;717;0
1;734;1
1;738;1
1;752;1
1;769;0
1;772;0
1;775;1
1;786;1
1;798;0
1;813;1
1;821;1
1;830;0
1;831;0
1;835;1
1;857;0
1;861;1
1;868;0
1;878;0
1;881;1
1;883;1
1;890;1
1;899;1
1;901;0
1;902;0
1;905;1
1;906;0
1;908;1
1;911;1
1;913;1
1;934;1
1;942;1
1;959;1
1;966;1
1;979;0
1;984;1
1;987;1
1;997;1
1;0;1
2;6;0
2;7;0
2;8;0
2;15;1
2;18;2
2;32;1
2;41;0
2;43;1
2;45;1
2;47;0
2;50;1
2;54;1
2;62;1
2;66;1
2;70;2
2;74;2
2;89;0
2;91;1
2;93;1
2;110;1
2;112;1
2;118;0
2;139;1
2;144;2
2;151;1
2;153;1
2;160;1
2;166;1
2;171;1
2;172;0
2;173;0
2;176;1
2;181;1
2;184;2
2;188;2
2;203;1
2;204;0
2;207;1
2;213;2
2;220;0
2;229;1
2;230;0
2;233;1
2;235;0
2;236;0
2;250;1
2;253;2
2;260;0
2;263;1
2;266;2
2;270;1
2;273;1
2;277;0
2;290;2
2;311;0
2;312;0
2;316;2
2;328;2
2;331;2
2;334;1
2;337;0
2;339;0
2;341;1
2;343;1
2;380;2
2;394;1
2;405;0
2;406;0
2;410;1
2;428;2
2;466;0
2;468;1
2;470;1
2;473;1
2;485;1
2;490;1
2;497;0
2;504;2
2;511;0
2;529;2
2;531;1
2;538;1
2;540;0
2;542;1
2;546;2
2;568;0
2;582;2
2;596;0
2;598;1
2;625;1
2;638;2
2;643;2
2;652;2
2;673;1
2;679;2
2;688;1
2;689;0
2;691;1
2;702;2
2;710;1
2;715;0
2;717;0
2;735;1
2;740;2
2;754;2
2;770;1
2;773;1
2;776;1
2;788;2
2;798;0
2;814;1
2;823;2
2;830;0
2;832;1
2;836;1
2;858;1
2;863;2
2;868;0
2;879;1
2;882;1
2;884;1
2;892;2
2;900;1
2;901;0
2;903;1
2;905;0
2;907;1
2;910;2
2;912;1
2;915;2
2;935;1
2;944;2
2;961;2
2;967;1
2;980;1
2;985;1
2;989;2
2;999;2
2;2;2
3;6;0
3;7;0
3;9;1
3;16;1
3;21;3
3;34;2
3;42;1
3;44;1
3;46;1
3;48;1
3;51;1
3;56;2
3;64;2
3;68;2
3;73;3
3;77;3
3;89;0
3;92;1
3;95;2
3;111;1
3;113;1
3;119;1
3;140;1
3;147;3
3;152;1
3;154;1
3;162;2
3;168;2
3;171;0
3;172;0
3;174;1
3;178;2
3;183;2
3;187;3
3;190;2
3;203;0
3;205;1
3;209;2
3;216;3
3;221;1
3;229;0
3;231;1
3;234;1
3;235;0
3;237;1
3;252;2
3;255;2
3;260;0
3;265;2
3;269;3
3;271;1
3;275;2
3;278;1
3;292;2
3;311;0
3;312;0
3;319;3
3;330;2
3;332;1
3;335;1
3;337;0
3;340;1
3;341;0
3;345;2
3;383;3
3;396;2
3;405;0
3;407;1
3;411;1
3;431;3
3;466;0
3;469;1
3;472;2
3;475;2
3;486;1
3;492;2
3;498;1
3;507;3
3;512;1
3;530;1
3;533;2
3;539;1
3;540;0
3;543;1
3;549;3
3;568;0
3;585;3
3;597;1
3;599;1
3;627;2
3;641;3
3;646;3
3;655;3
3;675;2
3;682;3
3;688;0
3;689;0
3;693;2
3;705;3
3;712;2
3;715;0
3;718;1
3;736;1
3;743;3
3;757;3
3;772;2
3;774;1
3;778;2
3;790;2
3;798;0
3;816;2
3;826;3
3;831;1
3;834;2
3;837;1
3;860;2
3;866;3
3;869;1
3;881;2
3;883;1
3;886;2
3;895;3
3;900;0
3;902;1
3;904;1
3;905;0
3;909;2
3;911;1
3;914;2
3;918;3
3;936;1
3;947;3
3;964;3
3;969;2
3;981;1
3;987;2
3;991;2
3;1;2
3;5;3
4;6;0
4;7;0
4;11;2
4;18;2
4;25;4
4;36;2
4;43;1
4;44;0
4;47;1
4;50;2
4;52;1
4;59;3
4;66;2
4;71;3
4;76;3
4;80;3
4;90;1
4;94;2
4;97;2
4;112;1
4;114;1
4;121;2
4;142;2
4;151;4
4;153;1
4;156;2
4;164;2
4;170;2
4;171;0
4;173;1
4;176;2
4;181;3
4;185;2
4;189;2
4;193;3
4;203;0
4;207;2
4;211;2
4;220;4
4;223;2
4;230;1
4;233;2
4;234;0
4;235;0
4;239;2
4;254;2
4;258;3
4;261;1
4;267;2
4;270;1
4;273;2
4;276;1
4;279;1
4;295;3
4;311;0
4;313;1
4;323;4
4;331;1
4;334;2
4;335;0
4;338;1
4;340;0
4;341;0
4;347;2
4;387;4
4;399;3
4;405;0
4;409;2
4;413;2
4;435;4
4;466;0
4;471;2
4;474;2
4;478;3
4;487;1
4;495;3
4;499;1
4;511;4
4;513;1
4;531;1
4;536;3
4;539;0
4;541;1
4;544;1
4;553;4
4;569;1
4;589;4
4;597;0
4;601;2
4;630;3
4;645;4
4;650;4
4;659;4
4;678;3
4;686;4
4;688;0
4;690;1
4;696;3
4;709;4
4;713;1
4;716;1
4;720;2
4;738;2
4;746;3
4;761;4
4;773;1
4;775;1
4;780;2
4;792;2
4;798;0
4;818;2
4;830;4
4;833;2
4;836;2
4;839;2
4;863;3
4;868;2
4;871;2
4;882;1
4;884;1
4;889;3
4;899;4
4;901;1
4;902;0
4;904;0
4;906;1
4;910;1
4;913;2
4;917;3
4;922;4
4;937;1
4;951;4
4;968;4
4;972;3
4;983;2
4;989;2
4;994;3
4;3;2
4;5;0
5;6;0
5;7;0
5;13;2
5;20;2
5;30;5
5;38;2
5;43;0
5;44;0
5;49;2
5;50;0
5;53;1
5;63;4
5;69;3
5;75;4
5;79;3
5;84;4
5;92;2
5;96;2
5;99;2
5;112;0
5;115;1
5;124;3
5;145;3
5;151;0
5;154;1
5;158;2
5;167;3
5;170;0
5;172;1
5;175;2
5;179;3
5;183;2
5;188;3
5;192;3
5;197;4
5;203;0
5;210;3
5;213;2
5;222;2
5;226;3
5;232;2
5;233;0
5;234;0
5;235;0
5;241;2
5;257;3
5;260;2
5;263;2
5;269;2
5;271;1
5;275;2
5;278;2
5;281;2
5;299;4
5;312;1
5;315;2
5;327;4
5;333;2
5;334;0
5;336;1
5;339;1
5;340;0
5;341;0
5;350;3
5;392;5
5;403;4
5;406;1
5;412;3
5;416;3
5;440;5
5;466;0
5;473;2
5;476;2
5;482;4
5;488;1
5;498;3
5;501;2
5;512;1
5;515;2
5;532;1
5;537;1
5;539;0
5;542;1
5;545;1
5;558;5
5;570;1
5;593;4
5;598;1
5;603;2
5;634;4
5;649;4
5;654;4
5;663;4
5;682;4
5;686;0
5;688;0
5;692;2
5;699;3
5;711;2
5;715;2
5;717;1
5;722;2
5;741;3
5;750;4
5;765;4
5;774;1
5;777;2
5;783;3
5;795;3
5;799;1
5;821;3
5;831;1
5;835;2
5;838;2
5;841;2
5;866;3
5;870;2
5;874;3
5;883;1
5;885;1
5;892;3
5;899;0
5;901;0
5;903;1
5;904;0
5;908;2
5;911;1
5;916;3
5;921;4
5;927;5
5;938;1
5;956;5
5;971;3
5;976;4
5;985;2
5;992;3
5;997;3
5;4;1
5;5;0
6;6;0
6;8;1
6;16;3
6;23;3
6;35;5
6;40;2
6;43;0
6;45;1
6;49;0
6;50;0
6;55;2
6;68;5
6;73;4
6;78;3
6;83;4
6;89;5
6;95;3
6;97;1
6;102;3
6;113;1
6;116;1
6;128;4
6;148;3
6;151;0
6;156;2
6;160;2
6;169;2
6;171;1
6;174;2
6;177;2
6;182;3
6;186;3
6;190;2
6;195;3
6;202;5
6;204;1
6;212;2
6;216;3
6;225;3
6;230;4
6;232;0
6;233;0
6;234;0
6;235;0
6;244;3
6;259;2
6;262;2
6;266;3
6;270;1
6;273;2
6;277;2
6;280;2
6;284;3
6;304;5
6;314;2
6;318;3
6;332;5
6;333;0
6;335;1
6;337;1
6;339;0
6;340;0
6;342;1
6;353;3
6;396;4
6;405;2
6;408;2
6;414;2
6;419;3
6;445;5
6;467;1
6;475;2
6;478;2
6;487;5
6;490;2
6;499;1
6;504;3
6;514;2
6;518;3
6;534;2
6;538;1
6;540;1
6;544;2
6;546;1
6;563;5
6;571;1
6;596;3
6;599;1
6;606;3
6;639;5
6;653;4
6;658;4
6;668;5
6;684;2
6;687;1
6;689;1
6;694;2
6;703;4
6;714;3
6;716;1
6;719;2
6;725;3
6;744;3
6;755;5
6;770;5
6;776;2
6;780;3
6;786;3
6;798;3
6;800;1
6;825;4
6;832;1
6;837;2
6;839;1
6;844;3
6;868;2
6;872;2
6;877;3
6;883;0
6;887;2
6;895;3
6;900;1
6;901;0
6;903;0
6;904;0
6;909;1
6;913;2
6;920;4
6;926;5
6;932;5
6;940;2
6;960;4
6;975;4
6;981;5
6;988;3
6;996;4
6;1;4
6;4;0
6;5;0
7;7;1
7;10;2
7;20;4
7;27;4
7;38;3
7;42;2
7;43;0
7;46;1
7;49;0
7;50;0
7;58;3
7;72;4
7;77;4
7;81;3
7;88;5
7;94;5
7;95;0
7;98;1
7;106;4
7;114;1
7;118;2
7;133;5
7;149;1
7;152;1
7;159;3
7;163;3
7;170;1
7;173;2
7;175;1
7;180;3
7;185;3
7;189;3
7;193;3
7;199;4
7;203;1
7;206;2
7;215;3
7;219;3
7;229;4
7;231;1
7;232;0
7;233;0
7;234;0
7;236;1
7;247;3
7;260;1
7;265;3
7;269;3
7;272;2
7;275;2
7;279;2
7;282;2
7;288;4
7;308;4
7;317;3
7;322;4
7;332;0
7;334;1
7;336;1
7;337;0
7;339;0
7;341;1
7;343;1
7;357;4
7;400;4
7;407;2
7;411;3
7;417;3
7;423;4
7;450;5
7;469;2
