T;P;V
0;0;0
0;1;0
0;6;0
0;7;0
0;15;0
0;28;0
0;36;0
0;46;0
0;47;0
0;53;0
0;67;0
0;85;0
0;97;0
0;99;0
0;102;0
0;106;0
0;110;0
0;114;0
0;115;0
0;116;0
0;125;0
0;129;0
0;134;0
0;157;0
0;198;0
0;200;0
0;203;0
0;205;0
0;216;0
0;217;0
0;219;0
0;227;0
0;234;0
0;245;0
0;252;0
0;309;0
0;312;0
0;314;0
0;326;0
0;335;0
0;357;0
0;364;0
0;369;0
0;377;0
0;391;0
0;393;0
0;394;0
0;404;0
0;406;0
0;412;0
0;424;0
0;427;0
0;438;0
0;444;0
0;456;0
0;459;0
0;463;0
0;471;0
0;474;0
0;478;0
0;480;0
0;493;0
0;500;0
0;501;0
0;503;0
0;506;0
0;511;0
0;512;0
0;516;0
0;517;0
0;521;0
0;525;0
0;527;0
0;548;0
0;560;0
0;563;0
0;578;0
0;616;0
0;624;0
0;630;0
0;638;0
0;651;0
0;655;0
0;664;0
0;669;0
0;673;0
0;681;0
0;702;0
0;713;0
0;714;0
0;723;0
0;739;0
0;744;0
0;754;0
0;758;0
0;760;0
0;762;0
0;787;0
0;797;0
0;808;0
0;810;0
0;818;0
0;829;0
0;835;0
0;841;0
0;850;0
0;858;0
0;863;0
0;867;0
0;870;0
0;871;0
0;872;0
0;882;0
0;891;0
0;899;0
0;904;0
0;925;0
0;928;0
0;929;0
0;942;0
0;956;0
0;962;0
0;977;0
0;979;0
0;991;0
0;993;0
0;995;0
1;0;0
1;2;1
1;6;0
1;8;1
1;15;0
1;29;1
1;37;1
1;46;0
1;48;1
1;54;1
1;68;1
1;86;1
1;98;1
1;99;0
1;102;0
1;106;0
1;110;0
1;114;0
1;115;0
1;116;0
1;126;1
1;130;1
1;134;0
1;158;1
1;198;0
1;201;1
1;204;1
1;205;0
1;216;0
1;217;0
1;219;0
1;228;1
1;235;1
1;245;0
1;253;1
1;310;1
1;313;1
1;315;1
1;327;1
1;336;1
1;357;0
1;365;1
1;369;0
1;378;1
1;392;1
1;393;0
1;395;1
1;404;0
1;406;0
1;413;1
1;425;1
1;427;0
1;439;1
1;445;1
1;456;0
1;459;0
1;463;0
1;471;0
1;475;1
1;478;0
1;481;1
1;494;1
1;500;0
1;502;1
1;504;1
1;506;0
1;511;0
1;513;1
1;516;0
1;517;0
1;522;1
1;525;0
1;528;1
1;549;1
1;561;1
1;564;1
1;578;0
1;617;1
1;625;1
1;631;1
1;638;0
1;651;0
1;656;1
1;665;1
1;670;1
1;674;1
1;682;1
1;702;0
1;713;0
1;715;1
1;724;1
1;740;1
1;745;1
1;755;1
1;759;1
1;761;1
1;763;1
1;788;1
1;798;1
1;809;1
1;811;1
1;819;1
1;830;1
1;836;1
1;842;1
1;851;1
1;859;1
1;864;1
1;868;1
1;870;0
1;871;0
1;872;0
1;883;1
1;891;0
1;900;1
1;905;1
1;926;1
1;928;0
1;930;1
1;943;1
1;957;1
1;962;0
1;978;1
1;980;1
1;992;1
1;994;1
1;996;1
2;1;1
2;4;2
2;7;1
2;9;1
2;15;0
2;31;2
2;39;2
2;47;1
2;50;2
2;56;2
2;70;2
2;88;2
2;98;0
2;100;1
2;102;0
2;107;1
2;111;1
2;114;0
2;115;0
2;116;0
2;128;2
2;132;2
2;134;0
2;160;2
2;199;1
2;203;2
2;204;0
2;206;1
2;216;0
2;218;1
2;220;1
2;230;2
2;237;2
2;246;1
2;255;2
2;312;2
2;314;1
2;317;2
2;329;2
2;338;2
2;358;1
2;366;1
2;370;1
2;380;2
2;392;0
2;394;1
2;396;1
2;405;1
2;406;0
2;414;1
2;426;1
2;428;1
2;441;2
2;446;1
2;457;1
2;459;0
2;464;1
2;472;1
2;477;2
2;479;1
2;483;2
2;495;1
2;501;1
2;502;0
2;505;1
2;507;1
2;512;1
2;514;1
2;516;0
2;517;0
2;523;1
2;526;1
2;529;1
2;551;2
2;563;2
2;565;1
2;579;1
2;619;2
2;627;2
2;632;1
2;638;0
2;652;1
2;658;2
2;667;2
2;672;2
2;676;2
2;684;2
2;703;1
2;713;0
2;717;2
2;726;2
2;741;1
2;747;2
2;756;1
2;760;1
2;762;1
2;765;2
2;790;2
2;800;2
2;810;1
2;812;1
2;821;2
2;832;2
2;838;2
2;843;1
2;853;2
2;861;2
2;866;2
2;869;1
2;870;0
2;871;0
2;872;0
2;885;2
2;892;1
2;902;2
2;907;2
2;927;1
2;928;0
2;931;1
2;944;1
2;958;1
2;962;0
2;979;1
2;981;1
2;992;0
2;995;1
2;998;2
3;3;2
3;6;2
3;7;0
3;11;2
3;16;1
3;34;3
3;41;2
3;49;2
3;53;3
3;58;2
3;72;2
3;91;3
3;99;1
3;101;1
3;102;0
3;108;1
3;113;2
3;114;0
3;115;0
3;117;1
3;131;3
3;133;1
3;134;0
3;163;3
3;201;2
3;203;0
3;205;1
3;208;2
3;217;1
3;219;1
3;222;2
3;232;2
3;240;3
3;248;2
3;257;2
3;312;0
3;316;2
3;319;2
3;332;3
3;341;3
3;360;2
3;367;1
3;372;2
3;382;2
3;393;1
3;395;1
3;397;1
3;405;0
3;407;1
3;415;1
3;426;0
3;429;1
3;443;2
3;447;1
3;457;0
3;460;1
3;466;2
3;474;2
3;478;1
3;481;2
3;486;3
3;497;2
3;501;0
3;502;0
3;506;1
3;509;2
3;513;1
3;514;0
3;516;0
3;517;0
3;524;1
3;528;2
3;531;2
3;554;3
3;563;0
3;566;1
3;581;2
3;621;2
3;629;2
3;634;2
3;639;1
3;653;1
3;661;3
3;669;2
3;675;3
3;678;2
3;687;3
3;705;2
3;714;1
3;719;2
3;729;3
3;742;1
3;750;3
3;758;2
3;761;1
3;764;2
3;767;2
3;793;3
3;803;3
3;811;1
3;814;2
3;823;2
3;835;3
3;840;2
3;845;2
3;856;3
3;864;3
3;867;1
3;869;0
3;870;0
3;871;0
3;873;1
3;888;3
3;894;2
3;905;3
3;910;3
3;927;0
3;928;0
3;933;2
3;945;1
3;959;1
3;963;1
3;979;0
3;983;2
3;993;1
3;997;2
3;999;1
4;5;2
4;6;0
4;8;1
4;13;2
4;18;2
4;38;4
4;44;3
4;51;2
4;57;4
4;60;2
4;75;3
4;95;4
4;99;0
4;101;0
4;103;1
4;110;2
4;113;0
4;114;0
4;115;0
4;118;1
4;132;1
4;133;0
4;135;1
4;166;3
4;201;0
4;204;1
4;207;2
4;211;3
4;218;1
4;220;1
4;224;2
4;235;3
4;243;3
4;251;3
4;260;3
4;313;1
4;317;1
4;321;2
4;336;4
4;345;4
4;363;3
4;369;2
4;374;2
4;384;2
4;394;1
4;395;0
4;399;2
4;405;0
4;408;1
4;416;1
4;427;1
4;431;2
4;446;3
4;448;1
4;458;1
4;462;2
4;469;3
4;477;3
4;479;1
4;483;2
4;490;4
4;500;3
4;501;0
4;503;1
4;508;2
4;511;2
4;513;0
4;515;1
4;516;0
4;518;1
4;526;2
4;530;2
4;534;3
4;558;4
4;564;1
4;567;1
4;584;3
4;624;3
4;632;3
4;637;3
4;640;1
4;655;2
4;664;3
4;672;3
4;676;1
4;681;3
4;691;4
4;708;3
4;716;2
4;722;3
4;733;4
4;743;1
4;754;4
4;760;2
4;762;1
4;765;1
4;769;2
4;797;4
4;807;4
4;813;2
4;817;3
4;825;2
4;838;3
4;843;3
4;847;2
4;860;4
4;866;2
4;867;0
4;869;0
4;870;0
4;872;1
4;875;2
4;892;4
4;896;2
