T;P;V
0;0;0
0;1;0
0;2;0
0;3;0
0;6;0
0;7;0
0;8;0
0;9;0
0;11;0
0;17;0
0;20;0
0;24;0
0;28;0
0;31;0
0;35;0
0;37;0
0;39;0
0;40;0
0;45;0
0;51;0
0;52;0
0;53;0
0;54;0
0;57;0
0;58;0
0;65;0
0;68;0
0;72;0
0;75;0
0;76;0
0;77;0
0;79;0
0;80;0
0;82;0
0;83;0
0;84;0
0;87;0
0;88;0
0;95;0
0;97;0
0;101;0
0;104;0
0;107;0
0;108;0
0;112;0
0;115;0
0;117;0
0;118;0
0;120;0
0;123;0
0;124;0
0;128;0
0;129;0
0;131;0
0;132;0
0;134;0
0;136;0
0;137;0
0;138;0
0;139;0
0;141;0
0;143;0
0;145;0
0;147;0
0;148;0
0;149;0
0;155;0
0;159;0
0;161;0
0;163;0
0;164;0
0;165;0
0;178;0
0;179;0
0;180;0
0;185;0
0;187;0
0;188;0
0;189;0
0;191;0
0;193;0
0;194;0
0;196;0
0;200;0
0;202;0
0;203;0
0;204;0
0;205;0
0;211;0
0;213;0
0;214;0
0;215;0
0;216;0
0;217;0
0;219;0
0;220;0
0;221;0
0;226;0
0;227;0
0;237;0
0;238;0
0;239;0
0;242;0
0;246;0
0;248;0
0;250;0
0;253;0
0;260;0
0;269;0
0;271;0
0;272;0
0;273;0
0;276;0
0;277;0
0;279;0
0;280;0
0;283;0
0;286;0
0;287;0
0;295;0
0;298;0
0;301;0
0;305;0
0;307;0
0;310;0
0;311;0
0;312;0
0;313;0
0;317;0
0;322;0
0;323;0
0;324;0
0;328;0
0;329;0
0;333;0
0;342;0
0;346;0
0;347;0
0;350;0
0;352;0
0;355;0
0;361;0
0;362;0
0;365;0
0;369;0
0;375;0
0;376;0
0;379;0
0;384;0
0;385;0
0;386;0
0;388;0
0;389;0
0;395;0
0;399;0
0;403;0
0;405;0
0;406;0
0;409;0
0;413;0
0;417;0
0;421;0
0;425;0
0;427;0
0;428;0
0;429;0
0;430;0
0;431;0
0;434;0
0;437;0
0;442;0
0;444;0
0;446;0
0;447;0
0;448;0
0;449;0
0;450;0
0;453;0
0;456;0
0;457;0
0;458;0
0;461;0
0;462;0
0;464;0
0;466;0
0;471;0
0;473;0
0;474;0
0;475;0
0;476;0
0;477;0
0;479;0
0;482;0
0;488;0
0;494;0
0;497;0
0;498;0
0;499;0
0;500;0
0;502;0
0;504;0
0;505;0
0;507;0
0;509;0
0;523;0
0;525;0
0;532;0
0;535;0
0;537;0
0;539;0
0;540;0
0;543;0
0;544;0
0;548;0
0;549;0
0;551;0
0;552;0
0;553;0
0;555;0
0;556;0
0;557;0
0;558;0
0;562;0
0;563;0
0;569;0
0;578;0
0;579;0
0;580;0
0;587;0
0;588;0
0;592;0
0;593;0
0;601;0
0;603;0
0;605;0
0;606;0
0;607;0
0;608;0
0;610;0
0;612;0
0;615;0
0;617;0
0;620;0
0;621;0
0;630;0
0;631;0
0;633;0
0;636;0
0;637;0
0;639;0
0;644;0
0;645;0
0;654;0
0;655;0
0;657;0
0;660;0
0;662;0
0;667;0
0;670;0
0;675;0
0;679;0
0;680;0
0;681;0
0;684;0
0;686;0
0;687;0
0;689;0
0;691;0
0;696;0
0;697;0
0;698;0
0;699;0
0;700;0
0;702;0
0;703;0
0;706;0
0;707;0
0;708;0
0;712;0
0;713;0
0;716;0
0;721;0
0;722;0
0;723;0
0;725;0
0;729;0
0;733;0
0;734;0
0;735;0
0;737;0
0;738;0
0;740;0
0;741;0
0;743;0
0;745;0
0;746;0
0;751;0
0;752;0
0;753;0
0;754;0
0;755;0
0;756;0
0;758;0
0;759;0
0;760;0
0;763;0
0;764;0
0;765;0
0;766;0
0;767;0
0;769;0
0;770;0
0;771;0
0;772;0
0;774;0
0;775;0
0;782;0
0;783;0
0;786;0
0;788;0
0;789;0
0;796;0
0;798;0
0;799;0
0;800;0
0;804;0
0;806;0
0;808;0
0;809;0
0;813;0
0;816;0
0;820;0
0;821;0
0;825;0
0;826;0
0;829;0
0;830;0
0;832;0
0;837;0
0;844;0
0;846;0
0;847;0
0;849;0
0;854;0
0;855;0
0;858;0
0;859;0
0;864;0
0;865;0
0;869;0
0;870;0
0;873;0
0;874;0
0;875;0
0;877;0
0;880;0
0;884;0
0;888;0
0;897;0
0;900;0
0;903;0
0;908;0
0;909;0
0;914;0
0;924;0
0;925;0
0;932;0
0;937;0
0;938;0
0;945;0
0;946;0
0;947;0
0;951;0
0;952;0
0;954;0
0;956;0
0;960;0
0;965;0
0;966;0
0;971;0
0;973;0
0;974;0
0;981;0
0;982;0
0;984;0
0;986;0
0;988;0
0;990;0
0;991;0
0;993;0
0;994;0
0;995;0
0;996;0
1;0;0
1;1;0
1;2;0
1;4;1
1;6;0
1;7;0
1;8;0
1;9;0
1;12;1
1;17;0
1;20;0
1;25;1
1;29;1
1;31;0
1;36;1
1;38;1
1;39;0
1;40;0
1;46;1
1;51;0
1;52;0
1;53;0
1;54;0
1;57;0
1;58;0
1;65;0
1;68;0
1;73;1
1;75;0
1;76;0
1;78;1
1;79;0
1;81;1
1;82;0
1;83;0
1;85;1
1;87;0
1;89;1
1;96;1
1;98;1
1;102;1
1;104;0
1;107;0
1;108;0
1;112;0
1;115;0
1;117;0
1;118;0
1;121;1
1;123;0
1;124;0
1;128;0
1;130;1
1;131;0
1;132;0
1;134;0
1;136;0
1;137;0
1;138;0
1;139;0
1;142;1
1;143;0
1;145;0
1;147;0
1;148;0
1;150;1
1;156;1
1;160;1
1;161;0
1;163;0
1;164;0
1;165;0
1;178;0
1;179;0
1;181;1
1;185;0
1;187;0
1;188;0
1;189;0
1;191;0
1;193;0
1;194;0
1;197;1
1;200;0
1;202;0
1;203;0
1;204;0
1;206;1
1;212;1
1;213;0
1;214;0
1;215;0
1;216;0
1;218;1
1;219;0
1;220;0
1;222;1
1;226;0
1;228;1
1;237;0
1;238;0
1;239;0
1;243;1
1;246;0
1;249;1
1;251;1
1;254;1
1;260;0
1;270;1
1;271;0
1;272;0
1;274;1
1;276;0
1;277;0
1;279;0
1;280;0
1;284;1
1;286;0
1;288;1
1;295;0
1;299;1
1;301;0
1;306;1
1;308;1
1;310;0
1;311;0
1;312;0
1;314;1
1;318;1
1;322;0
1;323;0
1;325;1
1;328;0
1;330;1
1;334;1
1;343;1
1;346;0
1;348;1
1;351;1
1;353;1
1;356;1
1;361;0
1;362;0
1;365;0
1;369;0
1;375;0
1;376;0
1;379;0
1;384;0
1;385;0
1;387;1
1;388;0
1;390;1
1;395;0
1;400;1
1;403;0
1;405;0
1;407;1
1;409;0
1;414;1
1;418;1
1;422;1
1;425;0
1;427;0
1;428;0
1;429;0
1;430;0
1;431;0
1;434;0
1;438;1
1;443;1
1;445;1
1;446;0
1;447;0
1;448;0
1;449;0
1;451;1
1;454;1
1;456;0
1;457;0
1;459;1
1;461;0
1;463;1
1;465;1
1;466;0
1;472;1
1;473;0
1;474;0
1;475;0
1;476;0
1;478;1
1;480;1
1;483;1
1;489;1
1;495;1
1;497;0
1;498;0
1;499;0
1;500;0
1;503;1
1;504;0
1;506;1
1;508;1
1;510;1
1;524;1
1;526;1
1;533;1
1;536;1
1;538;1
1;539;0
1;540;0
1;543;0
1;545;1
1;548;0
1;549;0
1;551;0
1;552;0
1;554;1
1;555;0
1;556;0
1;557;0
1;559;1
1;562;0
1;563;0
1;570;1
1;578;0
1;579;0
1;580;0
1;587;0
