T;P;V
0;4;0
0;37;0
0;50;0
0;52;0
0;55;0
0;56;0
0;59;0
0;65;0
0;73;0
0;85;0
0;92;0
0;103;0
0;104;0
0;109;0
0;121;0
0;132;0
0;134;0
0;142;0
0;146;0
0;150;0
0;153;0
0;160;0
0;161;0
0;163;0
0;169;0
0;174;0
0;175;0
0;176;0
0;179;0
0;180;0
0;183;0
0;190;0
0;193;0
0;198;0
0;203;0
0;205;0
0;224;0
0;227;0
0;229;0
0;238;0
0;242;0
0;250;0
0;256;0
0;258;0
0;261;0
0;264;0
0;278;0
0;280;0
0;285;0
0;287;0
0;293;0
0;294;0
0;301;0
0;324;0
0;348;0
0;352;0
0;387;0
0;390;0
0;428;0
0;429;0
0;431;0
0;446;0
0;457;0
0;460;0
0;467;0
0;470;0
0;471;0
0;482;0
0;493;0
0;497;0
0;507;0
0;510;0
0;515;0
0;516;0
0;517;0
0;523;0
0;530;0
0;532;0
0;535;0
0;537;0
0;543;0
0;548;0
0;549;0
0;556;0
0;571;0
0;572;0
0;583;0
0;585;0
0;587;0
0;588;0
0;589;0
0;597;0
0;608;0
0;619;0
0;625;0
0;626;0
0;633;0
0;641;0
0;656;0
0;658;0
0;660;0
0;669;0
0;675;0
0;677;0
0;681;0
0;682;0
0;686;0
0;689;0
0;691;0
0;694;0
0;696;0
0;707;0
0;709;0
0;721;0
0;726;0
0;727;0
0;729;0
0;736;0
0;744;0
0;745;0
0;746;0
0;747;0
0;759;0
0;763;0
0;765;0
0;768;0
0;776;0
0;779;0
0;780;0
0;783;0
0;787;0
0;790;0
0;797;0
0;801;0
0;813;0
0;815;0
0;822;0
0;834;0
0;839;0
0;843;0
0;844;0
0;845;0
0;847;0
0;857;0
0;858;0
0;859;0
0;860;0
0;863;0
0;864;0
0;866;0
0;867;0
0;874;0
0;877;0
0;878;0
0;895;0
0;903;0
0;907;0
0;915;0
0;921;0
0;923;0
0;924;0
0;946;0
0;956;0
0;959;0
0;971;0
0;983;0
0;993;0
0;995;0
0;998;0
1;5;1
1;37;0
1;50;0
1;52;0
1;55;0
1;56;0
1;60;1
1;65;0
1;74;1
1;86;1
1;92;0
1;103;0
1;104;0
1;110;1
1;121;0
1;132;0
1;135;1
1;143;1
1;146;0
1;151;1
1;154;1
1;160;0
1;162;1
1;164;1
1;170;1
1;174;0
1;175;0
1;177;1
1;179;0
1;180;0
1;184;1
1;191;1
1;194;1
1;199;1
1;204;1
1;206;1
1;225;1
1;228;1
1;230;1
1;239;1
1;243;1
1;251;1
1;256;0
1;258;0
1;262;1
1;264;0
1;278;0
1;281;1
1;286;1
1;288;1
1;293;0
1;295;1
1;302;1
1;325;1
1;349;1
1;353;1
1;387;0
1;391;1
1;428;0
1;429;0
1;432;1
1;446;0
1;458;1
1;461;1
1;467;0
1;470;0
1;471;0
1;483;1
1;493;0
1;497;0
1;507;0
1;511;1
1;515;0
1;516;0
1;517;0
1;524;1
1;530;0
1;533;1
1;536;1
1;538;1
1;543;0
1;548;0
1;550;1
1;556;0
1;571;0
1;573;1
1;584;1
1;586;1
1;587;0
1;588;0
1;589;0
1;598;1
1;609;1
1;619;0
1;625;0
1;627;1
1;634;1
1;642;1
1;657;1
1;658;0
1;661;1
1;669;0
1;676;1
1;677;0
1;681;0
1;683;1
1;687;1
1;690;1
1;692;1
1;695;1
1;696;0
1;707;0
1;710;1
1;722;1
1;726;0
1;728;1
1;729;0
1;737;1
1;744;0
1;745;0
1;746;0
1;748;1
1;759;0
1;763;0
1;765;0
1;768;0
1;777;1
1;779;0
1;781;1
