T;P;V
0;5;0
0;10;0
0;23;0
0;50;0
0;84;0
0;105;0
0;111;0
0;132;0
0;140;0
0;142;0
0;144;0
0;159;0
0;180;0
0;187;0
0;201;0
0;209;0
0;222;0
0;235;0
0;239;0
0;243;0
0;287;0
0;325;0
0;328;0
0;342;0
0;347;0
0;349;0
0;369;0
0;400;0
0;408;0
0;430;0
0;436;0
0;451;0
0;474;0
0;487;0
0;503;0
0;506;0
0;532;0
0;561;0
0;568;0
0;585;0
0;591;0
0;602;0
0;615;0
0;621;0
0;656;0
0;659;0
0;682;0
0;718;0
0;732;0
0;747;0
0;766;0
0;769;0
0;770;0
0;790;0
0;799;0
0;808;0
0;830;0
0;841;0
0;855;0
0;858;0
0;869;0
0;871;0
0;895;0
0;926;0
0;930;0
0;939;0
0;943;0
0;947;0
0;957;0
0;970;0
0;987;0
0;989;0
1;5;0
1;11;1
1;24;1
1;51;1
1;85;1
1;105;0
1;112;1
1;132;0
1;141;1
1;143;1
1;145;1
1;160;1
1;180;0
1;188;1
1;202;1
1;210;1
1;223;1
1;235;0
1;240;1
1;243;0
1;287;0
1;326;1
1;328;0
1;342;0
1;348;1
1;349;0
1;369;0
1;401;1
1;409;1
1;431;1
1;437;1
1;451;0
1;474;0
1;487;0
1;504;1
1;507;1
1;532;0
1;562;1
1;569;1
1;585;0
1;591;0
1;603;1
1;616;1
1;622;1
1;656;0
1;659;0
1;683;1
1;719;1
1;733;1
1;747;0
1;766;0
1;769;0
1;770;0
1;791;1
1;800;1
1;808;0
1;831;1
1;842;1
1;855;0
1;859;1
1;870;1
1;871;0
1;896;1
1;926;0
1;930;0
1;939;0
1;944;1
1;948;1
1;958;1
1;971;1
1;988;1
1;990;1
2;6;1
2;12;1
2;26;2
2;53;2
2;86;1
2;106;1
2;114;2
2;133;1
2;141;0
2;143;0
2;146;1
2;162;2
2;180;0
2;190;2
2;204;2
2;212;2
2;225;2
2;235;0
2;242;2
2;243;0
2;288;1
2;327;1
2;328;0
2;343;1
2;348;0
2;350;1
2;369;0
2;403;2
2;410;1
2;433;2
2;438;1
2;452;1
2;475;1
2;488;1
2;505;1
2;509;2
2;533;1
2;564;2
2;571;2
2;586;1
2;592;1
2;604;1
2;617;1
2;624;2
2;657;1
2;659;0
2;684;1
2;720;1
2;735;2
2;747;0
2;767;1
2;769;0
2;771;1
2;792;1
2;801;1
2;809;1
2;833;2
2;844;2
2;855;0
2;860;1
2;870;0
2;871;0
2;898;2
2;926;0
2;930;0
2;939;0
2;945;1
2;950;2
2;960;2
2;973;2
2;989;1
2;992;2
3;7;1
3;14;2
3;29;3
