T;P;V
0;5;0
0;26;0
0;48;0
0;80;0
0;96;0
0;113;0
0;121;0
0;137;0
0;201;0
0;214;0
0;237;0
0;249;0
0;263;0
0;340;0
0;354;0
0;356;0
0;414;0
0;449;0
0;456;0
0;471;0
0;479;0
0;509;0
0;518;0
0;557;0
0;642;0
0;643;0
0;674;0
0;685;0
0;687;0
0;693;0
0;706;0
0;804;0
0;873;0
0;944;0
0;954;0
0;972;0
1;6;1
1;27;1
1;49;1
1;80;0
1;97;1
1;114;1
1;122;1
1;138;1
1;202;1
1;215;1
1;238;1
1;249;0
1;264;1
1;340;0
1;354;0
1;357;1
1;414;0
1;449;0
1;456;0
1;472;1
1;480;1
1;510;1
1;519;1
1;557;0
1;642;0
1;644;1
1;675;1
1;685;0
1;688;1
1;694;1
1;706;0
1;804;0
1;874;1
1;945;1
1;954;0
1;972;0
2;8;2
2;29;2
2;51;2
2;80;0
2;99;2
2;115;1
2;124;2
2;140;2
2;203;1
2;216;1
2;240;2
2;250;1
2;266;2
2;341;1
2;355;1
2;358;1
2;415;1
2;450;1
2;457;1
2;474;2
2;482;2
2;511;1
2;521;2
2;558;1
2;643;1
2;646;2
2;677;2
2;686;1
2;690;2
2;696;2
2;707;1
2;805;1
2;876;2
2;947;2
2;955;1
2;972;0
3;11;3
3;32;3
3;53;2
3;81;1
3;101;2
3;116;1
3;127;3
3;143;3
3;204;1
3;217;1
3;243;3
3;251;1
3;269;3
3;342;1
3;356;1
3;359;1
3;416;1
3;452;2
3;459;2
3;477;3
3;484;2
3;512;1
3;524;3
3;560;2
3;644;1
3;648;2
3;679;2
3;688;2
3;693;3
3;699;3
3;709;2
3;807;2
3;878;2
3;949;2
3;956;1
3;973;1
4;14;3
4;36;4
4;55;2
4;83;2
4;104;3
4;118;2
4;130;3
4;146;3
4;206;2
4;218;1
4;246;3
4;252;1
4;273;4
4;344;2
4;357;1
4;361;2
4;418;2
4;455;3
4;461;2
4;481;4
4;487;3
4;513;1
4;528;4
4;563;3
4;646;2
4;650;2
4;682;3
4;690;2
4;697;4
4;702;3
4;712;3
4;810;3
4;881;3
4;952;3
4;957;1
4;975;2
5;18;4
5;40;4
5;58;3
5;86;3
5;107;3
5;121;3
5;134;4
5;150;4
5;209;3
5;220;2
5;250;4
5;254;2
5;277;4
5;346;2
5;359;2
5;363;2
5;421;3
5;459;4
5;463;2
5;485;4
5;490;3
5;515;2
5;532;4
5;567;4
5;649;3
5;653;3
5;685;3
5;693;3
5;701;4
5;706;4
5;716;4
5;814;4
5;884;3
5;956;4
5;958;1
5;978;3
6;23;5
6;44;4
6;62;4
6;89;3
6;111;4
6;124;3
6;138;4
6;155;5
6;212;3
6;223;3
6;253;3
6;257;3
6;282;5
6;349;3
6;361;2
6;366;3
6;425;4
6;462;3
6;466;3
6;489;4
6;494;4
6;518;3
6;536;4
6;572;5
6;652;3
6;657;4
6;689;4
6;697;4
6;704;3
6;711;5
6;721;5
6;818;4
6;888;4
6;957;1
6;959;1
6;981;3
7;27;4
7;48;4
7;67;5
7;93;4
7;116;5
7;128;4
7;142;4
7;159;4
7;216;4
7;227;4
7;256;3
7;261;4
7;287;5
7;353;4
7;364;3
7;369;3
7;429;4
7;465;3
7;469;3
7;493;4
7;498;4
7;521;3
7;541;5
7;576;4
7;656;4
7;662;5
7;694;5
7;701;4
7;708;4
7;715;4
7;726;5
7;822;4
7;893;5
7;958;1
7;961;2
7;985;4
8;32;5
8;53;5
8;71;4
8;98;5
8;121;5
8;133;5
8;146;4
8;164;5
8;220;4
8;232;5
8;260;4
8;266;5
8;292;5
8;358;5
8;368;4
8;373;4
8;434;5
8;467;2
8;473;4
8;497;4
8;502;4
8;525;4
8;546;5
8;581;5
8;661;5
8;666;4
8;699;5
8;706;5
8;712;4
8;719;4
8;730;4
8;826;4
8;897;4
8;959;1
8;963;2
8;990;5
9;36;4
9;58;5
9;75;4
9;102;4
9;126;5
9;137;4
9;150;4
9;168;4
9;224;4
9;237;5
9;265;5
9;271;5
9;296;4
9;363;5
9;372;4
9;377;4
9;438;4
9;469;2
9;478;5
9;501;4
9;506;4
9;530;5
9;550;4
9;585;4
9;664;3
9;670;4
9;704;5
9;710;4
9;717;5
9;723;4
9;735;5
9;831;5
9;902;5
9;961;2
9;966;3
9;995;5
10;41;5
10;63;5
10;80;5
10;106;4
10;131;5
10;141;4
10;155;5
10;173;5
10;229;5
10;241;4
10;270;5
10;276;5
10;301;5
10;368;5
10;375;3
10;381;4
10;442;4
10;472;3
10;482;4
10;505;4
10;511;5
10;534;4
10;555;5
10;590;5
10;668;4
10;674;4
10;709;5
10;715;5
10;721;4
10;727;4
10;740;5
10;836;5
10;907;5
10;963;2
10;969;3
10;0;5
11;46;5
11;67;4
11;85;5
11;110;4
11;136;5
11;145;4
11;159;4
11;177;4
11;234;5
11;245;4
11;275;5
11;281;5
11;305;4
11;372;4
11;378;3
11;385;4
11;447;5
11;475;3
11;487;5
11;510;5
11;516;5
11;539;5
11;560;5
11;595;5
11;672;4
11;679;5
11;714;5
11;720;5
11;725;4
11;732;5
11;745;5
11;841;5
11;911;4
11;966;3
11;972;3
11;4;4
12;51;5
12;71;4
12;90;5
12;115;5
12;140;4
12;150;5
12;164;5
12;182;5
12;239;5
12;249;4
12;279;4
12;286;5
12;310;5
12;376;4
12;381;3
12;390;5
12;451;4
12;479;4
12;492;5
12;515;5
12;520;4
12;543;4
12;565;5
12;600;5
12;676;4
12;683;4
12;719;5
12;723;3
12;730;5
12;736;4
12;750;5
12;845;4
12;916;5
12;969;3
12;975;3
12;9;5
13;55;4
13;76;5
13;95;5
13;120;5
13;145;5
13;154;4
13;169;5
13;187;5
13;243;4
13;253;4
13;284;5
13;291;5
13;315;5
13;380;4
13;384;3
13;395;5
13;456;5
13;484;5
13;497;5
13;518;3
13;525;5
13;547;4
13;570;5
13;604;4
13;681;5
13;687;4
13;722;3
13;726;3
13;734;4
13;741;5
13;755;5
13;850;5
13;921;5
13;972;3
13;978;3
13;14;5
14;59;4
14;81;5
14;100;5
14;124;4
14;149;4
14;158;4
14;173;4
