T;P;V
0;22;0
0;24;0
0;28;0
0;39;0
0;41;0
0;44;0
0;71;0
0;81;0
0;88;0
0;93;0
0;101;0
0;105;0
0;130;0
0;144;0
0;147;0
0;148;0
0;156;0
0;171;0
0;172;0
0;175;0
0;186;0
0;192;0
0;199;0
0;201;0
0;203;0
0;214;0
0;222;0
0;243;0
0;254;0
0;258;0
0;270;0
0;280;0
0;285;0
0;300;0
0;318;0
0;322;0
0;323;0
0;345;0
0;349;0
0;366;0
0;368;0
0;370;0
0;374;0
0;394;0
0;398;0
0;435;0
0;461;0
0;462;0
0;465;0
0;481;0
0;496;0
0;497;0
0;500;0
0;519;0
0;528;0
0;559;0
0;560;0
0;562;0
0;567;0
0;578;0
0;595;0
0;596;0
0;604;0
0;615;0
0;642;0
0;650;0
0;661;0
0;671;0
0;681;0
0;693;0
0;699;0
0;728;0
0;749;0
0;753;0
0;756;0
0;758;0
0;786;0
0;791;0
0;792;0
0;800;0
0;806;0
0;810;0
0;839;0
0;843;0
0;852;0
0;855;0
0;862;0
0;869;0
0;871;0
0;872;0
0;883;0
0;900;0
0;902;0
0;903;0
0;912;0
0;913;0
0;933;0
0;934;0
0;953;0
0;958;0
0;973;0
0;977;0
0;984;0
1;23;1
1;25;1
1;29;1
1;39;0
1;42;1
1;45;1
1;72;1
1;82;1
1;89;1
1;94;1
1;102;1
1;106;1
1;130;0
1;145;1
1;147;0
1;148;0
1;157;1
1;171;0
1;173;1
1;176;1
1;187;1
1;192;0
1;199;0
1;202;1
1;203;0
1;215;1
1;222;0
1;244;1
1;254;0
1;258;0
1;270;0
1;281;1
1;286;1
1;301;1
1;319;1
1;322;0
1;324;1
1;346;1
1;350;1
1;367;1
1;369;1
1;371;1
1;375;1
1;394;0
1;399;1
1;435;0
1;461;0
1;463;1
1;466;1
1;481;0
1;496;0
1;498;1
1;500;0
1;520;1
1;528;0
1;559;0
1;560;0
1;563;1
1;567;0
1;579;1
1;595;0
1;597;1
1;604;0
1;616;1
1;642;0
1;650;0
1;662;1
1;671;0
1;682;1
1;693;0
1;699;0
1;729;1
1;749;0
1;754;1
1;756;0
1;758;0
1;787;1
1;791;0
1;793;1
1;801;1
1;807;1
1;811;1
1;839;0
1;843;0
1;852;0
1;856;1
1;863;1
1;869;0
1;871;0
1;873;1
1;883;0
1;900;0
1;902;0
1;903;0
1;912;0
1;914;1
1;933;0
1;934;0
1;954;1
1;958;0
1;974;1
1;977;0
1;984;0
2;23;0
2;27;2
2;31;2
2;40;1
2;44;2
2;47;2
2;74;2
2;84;2
2;91;2
2;96;2
2;104;2
2;107;1
2;130;0
2;146;1
2;147;0
2;148;0
2;158;1
2;171;0
2;175;2
2;178;2
2;188;1
2;193;1
2;200;1
2;202;0
2;204;1
2;217;2
2;223;1
2;245;1
2;254;0
2;258;0
2;271;1
2;283;2
2;287;1
2;302;1
2;320;1
2;323;1
2;326;2
2;348;2
2;352;2
2;368;1
2;370;1
2;373;2
2;376;1
2;395;1
2;400;1
2;435;0
2;462;1
2;465;2
2;468;2
2;482;1
2;497;1
2;499;1
2;501;1
2;521;1
2;528;0
2;559;0
2;561;1
2;564;1
2;568;1
2;581;2
2;596;1
2;599;2
2;605;1
2;618;2
2;643;1
2;651;1
2;664;2
2;672;1
2;684;2
2;693;0
2;700;1
2;731;2
2;750;1
2;754;0
2;757;1
2;759;1
2;789;2
2;791;0
2;794;1
2;803;2
2;808;1
2;812;1
2;839;0
2;844;1
2;852;0
2;858;2
2;865;2
2;869;0
2;871;0
2;875;2
2;884;1
2;900;0
2;902;0
2;904;1
2;913;1
2;915;1
2;933;0
2;935;1
2;956;2
2;958;0
2;976;2
2;977;0
2;985;1
3;24;1
3;30;3
3;34;3
3;42;2
3;45;1
3;49;2
3;77;3
3;87;3
3;93;2
3;99;3
3;106;2
3;109;2
3;131;1
3;146;0
3;147;0
3;149;1
3;159;1
3;171;0
3;177;2
3;181;3
3;189;1
3;195;2
3;200;0
3;203;1
3;206;2
3;219;2
3;224;1
3;247;2
3;254;0
3;258;0
3;272;1
3;286;3
3;288;1
3;303;1
3;322;2
3;324;1
3;328;2
3;350;2
3;355;3
3;368;0
3;371;1
3;375;2
3;377;1
3;396;1
3;402;2
3;435;0
3;464;2
3;467;2
3;471;3
3;484;2
3;498;1
3;500;1
3;503;2
3;522;1
3;529;1
3;560;1
3;563;2
3;566;2
3;570;2
3;584;3
3;598;2
3;602;3
3;606;1
3;621;3
3;644;1
3;652;1
3;667;3
3;674;2
3;686;2
3;694;1
3;701;1
3;733;2
3;751;1
3;755;1
3;758;1
3;761;2
3;789;0
3;791;0
3;795;1
3;806;3
3;809;1
3;814;2
3;840;1
3;845;1
3;852;0
3;861;3
3;868;3
3;869;0
3;871;0
3;877;2
3;886;2
3;900;0
3;903;1
3;905;1
3;914;1
3;916;1
3;934;1
3;937;2
3;956;0
3;958;0
3;976;0
3;978;1
3;987;2
4;26;2
4;33;3
4;38;4
4;44;2
4;47;2
4;52;3
4;81;4
4;91;4
4;96;3
4;102;3
4;108;2
4;111;2
4;133;2
4;146;0
4;147;0
4;151;2
4;161;2
4;172;1
4;180;3
4;184;3
4;191;2
4;198;3
4;201;1
4;205;2
4;209;3
4;222;3
4;225;1
4;250;3
4;254;0
4;259;1
4;274;2
4;286;0
4;289;1
4;304;1
4;322;0
4;325;1
4;331;3
4;353;3
4;358;3
4;369;1
4;372;1
4;376;1
4;379;2
4;398;2
4;405;3
4;435;0
4;466;2
4;469;2
4;475;4
4;486;2
4;498;0
4;502;2
4;506;3
4;524;2
4;530;1
4;561;1
4;565;2
4;569;3
4;573;3
4;588;4
4;600;2
4;605;3
4;607;1
4;625;4
4;645;1
4;653;1
4;670;3
4;677;3
4;688;2
4;696;2
4;702;1
4;736;3
4;752;1
4;757;2
4;759;1
4;764;3
4;789;0
4;792;1
4;796;1
4;808;2
4;810;1
4;817;3
4;841;1
4;847;2
4;853;1
4;864;3
4;868;0
4;870;1
4;872;1
4;880;3
4;888;2
4;901;1
4;904;1
4;907;2
4;915;1
4;917;1
4;936;2
4;940;3
4;957;1
4;959;1
4;976;0
4;980;2
4;990;3
5;29;3
5;37;4
5;42;4
5;46;2
5;50;3
5;55;3
5;86;5
5;95;4
5;99;3
5;106;4
5;109;1
5;114;3
5;136;3
5;146;0
5;148;1
5;153;2
5;164;3
5;173;1
5;183;3
5;187;3
5;194;3
5;200;2
5;203;2
5;208;3
5;213;4
5;224;2
5;227;2
5;252;2
5;255;1
5;261;2
5;277;3
5;287;1
5;291;2
5;305;1
5;322;0
5;327;2
5;334;3
5;356;3
5;362;4
5;371;2
5;374;2
5;378;2
5;381;2
5;401;3
5;409;4
5;436;1
5;467;1
5;471;2
5;479;4
5;489;3
5;498;0
5;505;3
5;510;4
5;526;2
5;532;2
5;562;1
5;567;2
5;572;3
5;577;4
5;593;5
5;602;2
5;605;0
5;609;2
5;630;5
5;647;2
5;655;2
5;674;4
5;681;4
5;691;3
5;699;3
5;703;1
5;739;3
5;753;1
5;757;0
5;761;2
5;768;4
5;790;1
5;794;2
5;797;1
5;809;1
5;812;2
5;821;4
5;843;2
5;849;2
5;855;2
5;866;2
5;868;0
5;870;0
5;874;2
5;884;4
5;891;3
5;903;2
5;906;2
5;910;3
5;915;0
5;919;2
5;938;2
5;944;4
5;958;1
5;961;2
5;977;1
5;982;2
5;994;4
6;33;4
6;41;4
6;45;3
6;49;3
6;54;4
