T;P;V
0;8;0
0;26;0
0;41;0
0;61;0
0;72;0
0;82;0
0;95;0
0;98;0
0;108;0
0;112;0
0;166;0
0;171;0
0;173;0
0;178;0
0;193;0
0;208;0
0;255;0
0;265;0
0;273;0
0;309;0
0;321;0
0;355;0
0;385;0
0;432;0
0;449;0
0;461;0
0;465;0
0;475;0
0;503;0
0;504;0
0;515;0
0;524;0
0;542;0
0;557;0
0;576;0
0;612;0
0;613;0
0;614;0
0;628;0
0;638;0
0;642;0
0;649;0
0;663;0
0;682;0
0;699;0
0;707;0
0;755;0
0;762;0
0;798;0
0;842;0
0;843;0
0;863;0
0;882;0
0;905;0
0;906;0
0;946;0
0;974;0
0;985;0
0;986;0
0;999;0
1;8;0
1;26;0
1;42;1
1;62;1
1;73;1
1;83;1
1;96;1
1;99;1
1;109;1
1;113;1
1;167;1
1;172;1
1;174;1
1;179;1
1;194;1
1;209;1
1;255;0
1;266;1
1;273;0
1;310;1
1;321;0
1;355;0
1;386;1
1;433;1
1;450;1
1;462;1
1;465;0
1;476;1
1;503;0
1;504;0
1;516;1
1;525;1
1;542;0
1;557;0
1;576;0
1;612;0
1;613;0
1;615;1
1;629;1
1;639;1
1;643;1
1;649;0
1;664;1
1;682;0
1;700;1
1;708;1
1;755;0
1;763;1
1;799;1
1;842;0
1;844;1
1;864;1
1;883;1
1;905;0
1;907;1
1;946;0
1;974;0
1;985;0
1;987;1
1;0;1
2;8;0
2;26;0
2;43;1
2;63;1
2;74;1
2;84;1
2;97;1
2;101;2
2;111;2
2;114;1
2;169;2
2;172;0
2;176;2
2;180;1
2;195;1
2;211;2
2;255;0
2;268;2
2;274;1
2;312;2
2;322;1
2;356;1
2;387;1
2;435;2
2;452;2
2;464;2
2;466;1
2;478;2
2;503;0
2;504;0
2;518;2
2;527;2
2;542;0
2;558;1
2;577;1
2;612;0
2;614;1
2;617;2
2;631;2
2;641;2
2;645;2
2;649;0
2;666;2
2;682;0
2;702;2
2;710;2
2;755;0
2;765;2
2;800;1
2;843;1
2;845;1
2;866;2
2;884;1
2;905;0
2;909;2
2;947;1
2;975;1
2;986;1
2;989;2
2;2;2
3;9;1
3;27;1
3;45;2
3;64;1
3;76;2
3;86;2
3;99;2
3;104;3
3;113;2
3;115;1
3;170;1
3;172;0
3;178;2
3;182;2
3;196;1
3;213;2
3;255;0
3;270;2
3;275;1
3;314;2
3;324;2
3;357;1
3;388;1
3;437;2
3;455;3
3;464;0
3;468;2
3;480;2
3;503;0
3;505;1
3;521;3
3;529;2
3;543;1
3;559;1
3;578;1
3;613;1
3;616;2
3;619;2
3;634;3
3;643;2
3;647;2
3;649;0
3;669;3
3;683;1
3;704;2
3;713;3
3;755;0
3;767;2
3;801;1
3;843;0
3;846;1
3;869;3
3;885;1
3;906;1
3;911;2
3;949;2
3;976;1
3;987;1
3;992;3
3;4;2
4;11;2
4;28;1
4;48;3
4;66;2
4;79;3
4;88;2
4;102;3
4;107;3
4;114;1
4;117;2
4;171;1
4;173;1
4;181;3
4;185;3
4;198;2
4;216;3
4;255;0
4;272;2
4;276;1
4;317;3
4;327;3
4;359;2
4;390;2
4;439;2
4;459;4
4;464;0
4;471;3
4;482;2
4;504;1
4;507;2
4;525;4
4;531;2
4;545;2
4;560;1
4;580;2
4;615;2
4;618;2
4;622;3
4;638;4
4;646;3
4;648;1
4;650;1
4;672;3
4;685;2
4;707;3
4;717;4
4;755;0
4;769;2
4;803;2
4;844;1
4;847;1
4;872;3
4;887;2
4;908;2
4;913;2
4;951;2
4;978;2
4;989;2
4;996;4
4;7;3
5;13;2
5;30;2
5;52;4
5;68;2
5;83;4
5;91;3
5;106;4
5;111;4
5;115;1
5;120;3
5;172;1
5;175;2
5;184;3
5;189;4
5;201;3
5;220;4
5;256;1
5;275;3
5;277;1
5;320;3
5;331;4
5;361;2
5;392;2
5;441;2
5;463;4
5;465;1
5;474;3
5;484;2
5;506;2
5;509;2
5;530;5
5;534;3
5;548;3
5;562;2
5;583;3
5;617;2
5;621;3
5;626;4
5;642;4
5;646;0
5;649;1
5;652;2
5;675;3
5;687;2
5;711;4
5;722;5
5;755;0
5;772;3
5;805;2
5;845;1
5;848;1
5;876;4
5;890;3
5;910;2
5;915;2
5;953;2
5;980;2
5;992;3
5;0;4
5;10;3
6;16;3
6;33;3
6;57;5
6;71;3
6;88;5
6;94;3
6;110;4
6;114;3
6;117;2
6;123;3
6;174;2
6;178;3
6;188;4
6;193;4
6;205;4
6;225;5
6;258;2
6;276;1
6;279;2
6;324;4
6;336;5
6;364;3
6;395;3
6;444;3
6;464;1
6;467;2
6;478;4
6;486;2
6;508;2
6;512;3
6;532;2
6;538;4
6;552;4
6;565;3
6;587;4
6;619;2
6;625;4
6;630;4
6;644;2
6;646;0
6;651;2
6;654;2
6;679;4
6;689;2
6;716;5
6;727;5
6;756;1
6;776;4
6;808;3
6;847;2
6;850;2
6;880;4
6;893;3
6;912;2
6;918;3
6;956;3
6;983;3
6;996;4
6;5;5
6;12;2
7;20;4
7;37;4
7;62;5
7;74;3
7;93;5
7;97;3
7;113;3
7;116;2
7;119;2
7;127;4
7;177;3
7;182;4
7;192;4
7;197;4
7;210;5
7;230;5
7;261;3
7;278;2
7;282;3
7;328;4
7;341;5
7;368;4
7;398;3
7;448;4
7;465;1
7;470;3
7;482;4
7;488;2
7;510;2
7;516;4
7;535;3
7;542;4
7;556;4
7;569;4
7;592;5
7;622;3
7;629;4
7;635;5
7;644;0
7;647;1
7;652;1
7;657;3
7;684;5
7;691;2
7;720;4
7;732;5
7;758;2
7;781;5
7;811;3
7;848;1
7;852;2
7;884;4
7;897;4
7;914;2
7;922;4
7;960;4
7;987;4
7;0;4
7;9;4
7;15;3
8;25;5
8;41;4
8;67;5
8;78;4
8;96;3
8;101;4
8;115;2
8;118;2
8;122;3
8;132;5
8;180;3
8;186;4
8;195;3
8;202;5
8;215;5
8;234;4
8;264;3
8;281;3
8;286;4
8;333;5
8;345;4
8;373;5
8;402;4
8;452;4
8;467;2
8;474;4
8;487;5
8;491;3
8;512;2
8;520;4
8;538;3
8;546;4
8;561;5
8;574;5
8;596;4
8;626;4
8;634;5
8;640;5
8;644;0
8;649;2
8;653;1
8;661;4
8;688;4
8;694;3
8;725;5
8;737;5
8;760;2
8;785;4
8;815;4
8;850;2
8;854;2
8;888;4
8;902;5
8;916;2
8;926;4
8;965;5
8;991;4
8;5;5
8;14;5
8;19;4
9;30;5
9;46;5
9;71;4
9;83;5
9;99;3
9;106;5
9;117;2
9;121;3
9;126;4
9;136;4
9;184;4
9;191;5
9;199;4
9;207;5
9;220;5
9;238;4
9;267;3
9;285;4
9;291;5
9;338;5
9;350;5
9;378;5
9;407;5
9;457;5
9;470;3
9;479;5
9;489;2
9;495;4
9;514;2
9;525;5
9;541;3
9;551;5
9;565;4
9;578;4
9;601;5
9;631;5
9;639;5
9;643;3
9;645;1
9;652;3
9;655;2
9;666;5
9;692;4
9;698;4
9;730;5
9;742;5
9;763;3
9;789;4
9;819;4
9;853;3
9;857;3
9;893;5
9;906;4
9;919;3
9;931;5
9;970;5
9;996;5
9;9;4
9;17;3
9;23;4
10;35;5
10;51;5
10;75;4
10;87;4
10;103;4
10;110;4
10;120;3
10;124;3
10;131;5
10;141;5
10;189;5
10;195;4
10;204;5
10;212;5
10;224;4
10;243;5
10;271;4
10;289;4
10;295;4
10;343;5
10;355;5
10;383;5
10;412;5
10;462;5
10;473;3
10;483;4
10;491;2
10;500;5
10;517;3
10;529;4
10;545;4
10;556;5
10;569;4
10;582;4
10;605;4
10;636;5
10;641;2
10;644;1
10;646;1
10;654;2
10;657;2
10;671;5
10;697;5
10;703;5
10;734;4
10;746;4
10;767;4
10;794;5
10;823;4
10;856;3
10;861;4
10;898;5
10;911;5
10;923;4
10;935;4
10;974;4
10;1;5
10;14;5
10;21;4
10;28;5
11;40;5
11;56;5
11;80;5
11;92;5
11;108;5
11;115;5
11;123;3
11;128;4
11;136;5
11;145;4
11;193;4
11;200;5
11;208;4
11;217;5
11;229;5
11;247;4
11;276;5
11;293;4
11;300;5
11;347;4
11;360;5
11;388;5
11;417;5
11;466;4
11;477;4
11;488;5
11;494;3
11;505;5
11;521;4
11;533;4
11;550;5
11;560;4
11;574;5
11;587;5
11;610;5
11;639;3
11;643;2
11;644;0
11;648;2
11;656;2
11;659;2
11;675;4
11;702;5
11;707;4
11;739;5
11;750;4
11;771;4
11;799;5
11;827;4
11;859;3
11;865;4
11;903;5
11;916;5
11;928;5
11;940;5
11;979;5
11;6;5
11;18;4
11;26;5
11;33;5
12;45;5
12;61;5
12;84;4
12;97;5
12;113;5
12;119;4
12;126;3
12;132;4
12;141;5
12;149;4
12;197;4
12;205;5
12;213;5
12;221;4
12;234;5
12;252;5
12;281;5
12;298;5
12;305;5
12;352;5
12;364;4
12;393;5
12;422;5
12;471;5
12;482;5
12;493;5
12;498;4
12;509;4
12;525;4
12;537;4
12;555;5
12;565;5
12;578;4
12;592;5
12;614;4
12;642;3
12;643;0
12;645;1
12;651;3
12;657;1
12;662;3
12;680;5
12;705;3
12;712;5
12;744;5
12;754;4
12;775;4
12;804;5
12;831;4
12;863;4
12;870;5
12;908;5
12;921;5
12;932;4
12;944;4
12;984;5
12;11;5
12;22;4
12;31;5
12;38;5
13;49;4
13;66;5
13;88;4
13;102;5
13;118;5
13;124;5
13;130;4
13;137;5
13;146;5
13;154;5
13;202;5
13;210;5
13;218;5
13;226;5
13;239;5
13;256;4
13;286;5
13;302;4
13;310;5
13;356;4
13;369;5
13;398;5
13;427;5
13;476;5
13;487;5
13;497;4
13;503;5
13;513;4
13;530;5
13;542;5
13;560;5
13;570;5
13;583;5
13;596;4
13;618;4
13;642;0
13;643;0
13;647;2
13;655;4
13;659;2
13;666;4
13;684;4
13;709;4
13;716;4
13;749;5
13;759;5
13;780;5
13;808;4
13;836;5
13;867;4
13;875;5
13;913;5
13;926;5
13;936;4
13;948;4
13;989;5
13;16;5
13;27;5
13;36;5
13;43;5
14;53;4
14;71;5
14;93;5
14;106;4
14;123;5
14;128;4
14;135;5
14;142;5
14;151;5
14;159;5
14;206;4
14;215;5
14;222;4
14;230;4
14;244;5
14;261;5
14;290;4
14;307;5
14;314;4
14;360;4
14;374;5
14;403;5
14;432;5
14;480;4
14;492;5
14;502;5
14;507;4
14;518;5
14;535;5
14;546;4
14;565;5
14;575;5
14;587;4
14;600;4
14;622;4
14;642;0
14;644;1
14;649;2
14;658;3
14;661;2
14;671;5
14;689;5
14;714;5
14;721;5
14;754;5
14;763;4
14;784;4
14;813;5
14;840;4
14;872;5
14;880;5
14;918;5
14;931;5
14;940;4
14;953;5
14;994;5
14;21;5
14;32;5
14;41;5
14;47;4
15;58;5
15;76;5
15;98;5
15;111;5
15;127;4
15;133;5
15;139;4
15;146;4
15;156;5
15;163;4
15;211;5
15;220;5
15;227;5
15;234;4
15;248;4
15;266;5
15;294;4
15;311;4
15;318;4
15;364;4
15;378;4
15;408;5
15;436;4
15;485;5
15;497;5
15;505;3
15;511;4
15;522;4
15;540;5
15;551;5
15;569;4
15;580;5
15;592;5
15;604;4
15;627;5
15;643;1
15;645;1
15;651;2
15;660;2
15;664;3
15;675;4
15;694;5
15;718;4
15;726;5
15;758;4
15;768;5
15;789;5
15;818;5
15;844;4
15;877;5
15;885;5
15;923;5
15;936;5
15;945;5
15;958;5
15;999;5
15;26;5
15;36;4
15;45;4
15;52;5
16;63;5
16;81;5
16;102;4
16;116;5
16;131;4
16;138;5
16;144;5
16;150;4
16;161;5
16;167;4
16;216;5
16;225;5
16;231;4
16;239;5
16;252;4
16;270;4
16;299;5
16;316;5
16;323;5
16;369;5
16;382;4
16;413;5
16;441;5
16;490;5
16;502;5
16;508;3
16;516;5
16;526;4
16;544;4
16;555;4
16;574;5
16;584;4
16;597;5
16;608;4
16;631;4
16;644;1
16;646;1
16;653;2
16;663;3
16;667;3
16;679;4
16;699;5
16;722;4
16;731;5
16;763;5
16;772;4
16;794;5
16;822;4
16;849;5
16;881;4
16;890;5
16;927;4
16;941;5
16;949;4
16;963;5
16;4;5
16;30;4
16;41;5
16;50;5
16;56;4
17;68;5
17;85;4
17;107;5
17;121;5
17;136;5
17;143;5
17;149;5
17;154;4
17;166;5
17;171;4
17;221;5
17;230;5
17;236;5
17;243;4
17;257;5
17;275;5
17;304;5
17;321;5
17;328;5
17;374;5
17;386;4
17;418;5
17;446;5
17;495;5
17;507;5
17;511;3
17;521;5
17;531;5
17;549;5
17;559;4
17;579;5
17;588;4
17;601;4
17;612;4
17;635;4
17;645;1
17;648;2
17;655;2
17;666;3
17;671;4
17;684;5
17;704;5
17;727;5
17;736;5
17;768;5
17;777;5
17;798;4
17;826;4
17;854;5
17;886;5
17;894;4
17;932;5
17;945;4
17;953;4
17;967;4
17;8;4
17;34;4
17;45;4
17;55;5
17;60;4
18;72;4
18;90;5
18;111;4
18;126;5
18;141;5
18;147;4
18;153;4
18;158;4
18;170;4
18;175;4
18;226;5
18;235;5
18;241;5
18;247;4
18;262;5
18;279;4
18;308;4
18;325;4
18;333;5
18;378;4
18;391;5
18;422;4
18;450;4
18;499;4
18;510;3
18;514;3
18;525;4
18;536;5
18;553;4
18;564;5
18;584;5
18;592;4
18;605;4
18;617;5
18;640;5
18;647;2
18;651;3
18;657;2
18;670;4
18;676;5
18;689;5
18;708;4
18;732;5
18;741;5
18;772;4
18;781;4
18;803;5
18;830;4
18;859;5
18;890;4
18;899;5
18;936;4
18;949;4
18;958;5
18;971;4
18;13;5
18;39;5
18;50;5
18;59;4
18;64;4
19;76;4
19;95;5
19;115;4
19;131;5
19;146;5
19;152;5
19;157;4
19;162;4
19;173;3
19;180;5
19;231;5
19;239;4
19;245;4
19;252;5
19;266;4
19;283;4
19;313;5
19;329;4
19;337;4
19;383;5
19;396;5
19;427;5
19;455;5
19;503;4
19;513;3
19;518;4
19;530;5
19;540;4
19;558;5
19;568;4
19;589;5
19;596;4
19;610;5
19;622;5
19;645;5
19;649;2
19;654;3
19;660;3
19;675;5
19;681;5
19;693;4
19;713;5
19;737;5
19;746;5
19;776;4
19;786;5
19;808;5
19;835;5
19;864;5
19;895;5
19;904;5
19;941;5
19;954;5
19;962;4
19;975;4
19;18;5
19;43;4
19;54;4
19;62;3
19;69;5
20;81;5
20;99;4
20;120;5
20;135;4
20;151;5
20;156;4
20;160;3
20;167;5
20;177;4
20;185;5
20;236;5
20;244;5
20;249;4
20;257;5
20;270;4
20;288;5
20;318;5
20;334;5
20;342;5
20;387;4
20;400;4
20;432;5
20;460;5
20;507;4
20;517;4
20;523;5
20;535;5
20;544;4
20;562;4
20;572;4
20;594;5
20;601;5
20;614;4
20;627;5
20;648;3
20;652;3
20;658;4
20;663;3
20;679;4
20;686;5
20;698;5
20;718;5
20;741;4
20;751;5
20;781;5
20;791;5
20;813;5
20;840;5
20;868;4
20;900;5
20;909;5
20;946;5
20;958;4
20;966;4
20;979;4
20;22;4
20;48;5
20;58;4
20;66;4
20;74;5
21;86;5
21;103;4
21;125;5
21;140;5
21;154;3
21;158;2
21;164;4
21;171;4
21;181;4
21;189;4
21;241;5
21;248;4
21;253;4
21;262;5
21;275;5
21;293;5
21;322;4
21;339;5
21;347;5
21;391;4
21;405;5
21;436;4
21;465;5
21;512;5
21;521;4
21;528;5
21;539;4
21;549;5
21;567;5
21;576;4
21;598;4
21;605;4
21;618;4
21;631;4
21;651;3
21;656;4
21;661;3
21;667;4
21;683;4
21;691;5
21;702;4
21;723;5
21;745;4
21;756;5
21;785;4
21;795;4
21;818;5
21;845;5
21;873;5
21;904;4
21;914;5
21;951;5
21;963;5
21;970;4
21;983;4
21;27;5
21;52;4
21;63;5
21;70;4
21;79;5
22;91;5
22;108;5
22;130;5
22;144;4
22;156;2
22;161;3
22;168;4
22;176;5
22;186;5
22;194;5
22;246;5
22;252;4
22;258;5
22;266;4
22;280;5
22;298;5
22;326;4
22;343;4
22;352;5
22;396;5
22;410;5
22;441;5
22;470;5
22;517;5
22;526;5
22;533;5
22;544;5
22;554;5
22;572;5
22;581;5
22;602;4
22;610;5
22;622;4
22;636;5
22;655;4
22;660;4
22;665;4
22;671;4
22;688;5
22;696;5
22;706;4
22;727;4
22;750;5
22;761;5
22;790;5
22;799;4
22;822;4
22;850;5
22;878;5
22;909;5
22;919;5
22;956;5
22;968;5
22;975;5
22;987;4
22;32;5
22;56;4
22;67;4
22;74;4
22;83;4
23;95;4
23;113;5
23;135;5
23;148;4
23;159;3
23;165;4
23;173;5
23;181;5
23;191;5
23;199;5
23;251;5
23;257;5
23;262;4
23;271;5
23;285;5
23;302;4
23;331;5
23;348;5
23;357;5
23;400;4
23;414;4
23;445;4
23;475;5
23;522;5
23;531;5
23;537;4
23;548;4
23;559;5
23;577;5
23;585;4
23;607;5
23;615;5
23;626;4
23;641;5
23;659;4
23;664;4
23;670;5
23;675;4
23;692;4
23;700;4
23;711;5
23;731;4
23;755;5
23;766;5
23;795;5
23;804;5
23;827;5
23;854;4
23;882;4
23;913;4
23;923;4
23;960;4
23;973;5
23;980;5
23;992;5
23;37;5
23;61;5
23;72;5
23;78;4
23;88;5
24;99;4
24;117;4
24;140;5
24;153;5
24;162;3
24;170;5
24;177;4
24;186;5
24;196;5
24;204;5
24;255;4
24;261;4
24;266;4
24;276;5
24;290;5
24;307;5
24;336;5
24;352;4
24;362;5
24;404;4
24;419;5
