T;P;V
0;0;0
0;3;0
0;12;0
0;24;0
0;29;0
0;32;0
0;73;0
0;76;0
0;85;0
0;92;0
0;96;0
0;103;0
0;104;0
0;111;0
0;130;0
0;133;0
0;135;0
0;143;0
0;199;0
0;211;0
0;217;0
0;229;0
0;241;0
0;253;0
0;269;0
0;300;0
0;322;0
0;327;0
0;337;0
0;357;0
0;361;0
0;372;0
0;401;0
0;417;0
0;423;0
0;452;0
0;456;0
0;461;0
0;495;0
0;498;0
0;500;0
0;508;0
0;526;0
0;547;0
0;557;0
0;573;0
0;578;0
0;583;0
0;601;0
0;604;0
0;616;0
0;622;0
0;635;0
0;636;0
0;641;0
0;643;0
0;657;0
0;681;0
0;688;0
0;692;0
0;695;0
0;709;0
0;716;0
0;732;0
0;735;0
0;739;0
0;743;0
0;777;0
0;784;0
0;841;0
0;843;0
0;844;0
0;845;0
0;849;0
0;854;0
0;859;0
0;875;0
0;882;0
0;887;0
0;901;0
0;911;0
0;928;0
0;931;0
0;943;0
1;1;1
1;4;1
1;12;0
1;24;0
1;30;1
1;33;1
1;74;1
1;76;0
1;86;1
1;93;1
1;96;0
1;103;0
1;104;0
1;112;1
1;131;1
1;134;1
1;135;0
1;143;0
1;200;1
1;212;1
1;217;0
1;230;1
1;242;1
1;254;1
1;270;1
1;301;1
1;322;0
1;328;1
1;337;0
1;357;0
1;361;0
1;373;1
1;402;1
1;418;1
1;424;1
1;452;0
1;457;1
1;461;0
1;496;1
1;499;1
1;501;1
1;509;1
1;527;1
1;548;1
1;558;1
1;574;1
1;579;1
1;584;1
1;602;1
1;605;1
1;616;0
1;622;0
1;635;0
1;637;1
1;642;1
1;644;1
1;657;0
1;681;0
1;688;0
1;693;1
1;696;1
1;709;0
1;717;1
1;733;1
1;736;1
1;740;1
1;744;1
1;778;1
1;785;1
1;842;1
1;843;0
1;844;0
1;845;0
1;849;0
1;855;1
1;860;1
1;876;1
1;882;0
1;887;0
1;902;1
1;912;1
1;928;0
1;932;1
1;944;1
2;3;2
2;6;2
2;13;1
2;25;1
2;31;1
2;35;2
2;75;1
2;77;1
2;88;2
2;94;1
2;97;1
2;103;0
2;105;1
2;113;1
2;133;2
2;134;0
2;136;1
2;144;1
2;202;2
2;214;2
2;218;1
2;231;1
2;243;1
2;256;2
2;272;2
2;303;2
2;322;0
2;330;2
2;338;1
2;357;0
2;361;0
2;375;2
2;404;2
2;420;2
2;426;2
2;453;1
2;459;2
2;462;1
2;498;2
2;500;1
2;503;2
2;511;2
2;528;1
2;549;1
2;560;2
2;575;1
2;581;2
2;585;1
2;603;1
2;606;1
2;617;1
2;623;1
2;636;1
2;639;2
2;642;0
2;646;2
2;658;1
2;681;0
2;689;1
2;694;1
2;698;2
2;709;0
2;718;1
2;735;2
2;738;2
2;742;2
2;745;1
2;780;2
2;786;1
2;842;0
2;843;0
2;844;0
2;845;0
2;849;0
2;857;2
2;861;1
2;878;2
2;882;0
2;888;1
2;904;2
2;914;2
2;929;1
2;933;1
2;946;2
3;5;2
3;9;3
3;15;2
3;26;1
3;33;2
3;38;3
3;75;0
3;79;2
3;91;3
3;96;2
3;99;2
3;104;1
3;106;1
3;115;2
3;133;0
3;135;1
3;138;2
3;146;2
3;205;3
3;217;3
3;220;2
3;233;2
3;245;2
3;259;3
3;275;3
3;306;3
3;323;1
3;333;3
3;340;2
3;358;1
3;362;1
3;377;2
3;407;3
3;422;2
3;429;3
3;455;2
3;460;1
3;464;2
3;498;0
3;501;1
3;505;2
3;514;3
3;529;1
3;551;2
3;563;3
3;576;1
3;584;3
3;586;1
3;604;1
3;608;2
3;618;1
3;625;2
3;638;2
3;640;1
3;643;1
3;648;2
3;660;2
3;681;0
3;690;1
3;696;2
3;700;2
3;709;0
3;719;1
3;737;2
3;740;2
3;744;2
3;747;2
3;783;3
3;787;1
3;842;0
3;843;0
3;844;0
3;846;1
3;850;1
3;860;3
3;863;2
3;880;2
3;883;1
3;890;2
3;906;2
3;917;3
3;930;1
3;935;2
3;949;3
4;8;3
4;13;4
4;18;3
4;28;2
4;35;2
4;41;3
4;75;0
4;81;2
4;95;4
4;98;2
4;102;3
4;104;0
4;108;2
4;118;3
4;134;1
4;136;1
4;141;3
4;148;2
4;208;3
4;219;2
4;222;2
4;236;3
4;247;2
4;262;3
4;279;4
4;310;4
4;325;2
4;337;4
4;342;2
4;360;2
4;364;2
4;380;3
4;410;3
4;424;2
4;433;4
4;458;3
4;462;2
4;467;3
4;499;1
4;503;2
4;508;3
4;517;3
4;531;2
4;554;3
4;567;4
4;578;2
4;585;1
4;588;2
4;606;2
4;610;2
4;620;2
4;628;3
4;639;1
4;641;1
4;645;2
4;651;3
4;663;3
4;682;1
4;691;1
4;699;3
4;703;3
4;710;1
4;720;1
4;738;1
4;743;3
4;745;1
4;749;2
4;785;2
4;788;1
4;842;0
4;843;0
4;845;1
4;848;2
4;852;2
4;862;2
4;866;3
4;881;1
4;885;2
4;893;3
4;909;3
4;921;4
4;932;2
4;937;2
4;952;3
5;11;3
5;16;3
5;22;4
5;30;2
5;38;3
5;44;3
5;76;1
5;84;3
5;97;2
5;100;2
5;103;1
5;104;0
5;110;2
5;121;3
5;135;1
5;137;1
5;145;4
5;150;2
5;212;4
5;221;2
5;225;3
5;239;3
5;250;3
5;266;4
5;284;5
5;314;4
5;327;2
5;341;4
5;344;2
5;363;3
5;366;2
5;383;3
5;414;4
5;426;2
5;438;5
5;461;3
